record_id,docket_entry,attachment_number,filed_date_iso,filed_date_display,docket_description,document_label,document_type,availability_status,local_present,page_count_exact,pacer_billable_pages_estimate,page_count_note,local_filename,local_path,local_file_uri,size_bytes,sha256,sha1,md5,pdf_encrypted,pdf_title,pdf_author,pdf_subject,pdf_creator,pdf_producer,pdf_creation_date,pdf_modified_date,pdf_read_error,best_available_pdf_url,recap_pdf_url,internet_archive_url,courtlistener_document_url,pacer_pdf_url,pacer_price_display,pacer_price_usd,courtlistener_source_page,courtlistener_source_row_index,source_docket_url,inventory_generated_at_utc
0232,232,0,2026-07-13,"Jul 13, 2026","Letter from Thomas R. Curtin, Esq., in Opposition to Apple's Motion for Reconsideration of the July 7, 2026 Order Regarding Search Terms. (Attachments: # 1 Declaration of Lauren F. Dayton In Support of Direct Apple Watch Purchaser Plaintiffs' Opposition to Apple's Motoin for Reconsideration of Special Master Hedge's Order # 1)(CURTIN, THOMAS)NOTICE TO COUNSEL: Counsel is advised that pursuant to Local Civil Rule 5.3(c)(2), a single, consolidated motion to seal shall be filed within 14 days following the completed briefing of the materials sought to be sealed, or within 14 days following the date on which the last of such materials was filed under temporary seal if the motion is resolved, unless otherwise directed by the Court. Counsel are further advised that service of sealed documents must be accomplished outside of ECF as provided by Federal R. Civ. Pro. 5(b)(2) only. (Main Document 232 and Attachment 1 replaced on 8/14/2026 per Order 279 ) (dmr, ). (Entered: 07/13/2026)",Main Document,Letter,PACER_ONLY_MISSING,False,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,https://ecf.njd.uscourts.gov/doc1/119024164979?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119024164979?caseid=550383,,,2,103,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/,2026-08-25T14:42:59+00:00
0232-001,232,1,2026-07-13,"Jul 13, 2026","Letter from Thomas R. Curtin, Esq., in Opposition to Apple's Motion for Reconsideration of the July 7, 2026 Order Regarding Search Terms. (Attachments: # 1 Declaration of Lauren F. Dayton In Support of Direct Apple Watch Purchaser Plaintiffs' Opposition to Apple's Motoin for Reconsideration of Special Master Hedge's Order # 1)(CURTIN, THOMAS)NOTICE TO COUNSEL: Counsel is advised that pursuant to Local Civil Rule 5.3(c)(2), a single, consolidated motion to seal shall be filed within 14 days following the completed briefing of the materials sought to be sealed, or within 14 days following the date on which the last of such materials was filed under temporary seal if the motion is resolved, unless otherwise directed by the Court. Counsel are further advised that service of sealed documents must be accomplished outside of ECF as provided by Federal R. Civ. Pro. 5(b)(2) only. (Main Document 232 and Attachment 1 replaced on 8/14/2026 per Order 279 ) (dmr, ). (Entered: 07/13/2026)",Attachment 1,Declaration of Lauren F. Dayton In Support of Direct Apple Watch Purchaser Plain,PACER_ONLY_MISSING,False,,8,Inferred at PACER's $0.10 per PDF page rate.,,,,,,,,,,,,,,,,,https://ecf.njd.uscourts.gov/doc1/119024164980?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119024164980?caseid=550383,$0.80,0.80,2,103,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/,2026-08-25T14:42:59+00:00
0233,233,0,2026-07-13,"Jul 13, 2026","Letter from Thomas R. Curtin in Support of MDL Plaintiffs' Letter In Opposition to Aple's Request for Reconsideration of Special Master Order #1. (Attachments: # 1 Declaration of Stephanie Clerkin in Support of MDL Plaintiffs' Letter in Opposition to Apple's Request for Reconsideration of Special Master Orde #1, # 2 Declaration of Daniel A. Epstein in Support of MDL Plaintiffs' Letter In Opposition to Aple's Request for Reconsideration of Special Master Order #1, # 3 Exhibit A to Epstein Decl., # 4 Exhibit B to Epstein Decl., # 5 Exhibit C to Epstein Decl.)(CURTIN, THOMAS)NOTICE TO COUNSEL: Counsel is advised that pursuant to Local Civil Rule 5.3(c)(2), a single, consolidated motion to seal shall be filed within 14 days following the completed briefing of the materials sought to be sealed, or within 14 days following the date on which the last of such materials was filed under temporary seal if the motion is resolved, unless otherwise directed by the Court. Counsel are further advised that service of sealed documents must be accomplished outside of ECF as provided by Federal R. Civ. Pro. 5(b)(2) only. (Main Document 233 and Attachments 1- 5 replaced on 8/14/2026 per Order 279 ) (dmr, ). (Entered: 07/13/2026)",Main Document,Letter,PACER_ONLY_MISSING,False,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,https://ecf.njd.uscourts.gov/doc1/119024165092?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119024165092?caseid=550383,,,2,104,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/,2026-08-25T14:42:59+00:00
0233-001,233,1,2026-07-13,"Jul 13, 2026","Letter from Thomas R. Curtin in Support of MDL Plaintiffs' Letter In Opposition to Aple's Request for Reconsideration of Special Master Order #1. (Attachments: # 1 Declaration of Stephanie Clerkin in Support of MDL Plaintiffs' Letter in Opposition to Apple's Request for Reconsideration of Special Master Orde #1, # 2 Declaration of Daniel A. Epstein in Support of MDL Plaintiffs' Letter In Opposition to Aple's Request for Reconsideration of Special Master Order #1, # 3 Exhibit A to Epstein Decl., # 4 Exhibit B to Epstein Decl., # 5 Exhibit C to Epstein Decl.)(CURTIN, THOMAS)NOTICE TO COUNSEL: Counsel is advised that pursuant to Local Civil Rule 5.3(c)(2), a single, consolidated motion to seal shall be filed within 14 days following the completed briefing of the materials sought to be sealed, or within 14 days following the date on which the last of such materials was filed under temporary seal if the motion is resolved, unless otherwise directed by the Court. Counsel are further advised that service of sealed documents must be accomplished outside of ECF as provided by Federal R. Civ. Pro. 5(b)(2) only. (Main Document 233 and Attachments 1- 5 replaced on 8/14/2026 per Order 279 ) (dmr, ). (Entered: 07/13/2026)",Attachment 1,Declaration of Stephanie Clerkin in Support of MDL Plaintiffs' Letter in Op,PACER_ONLY_MISSING,False,,3,Inferred at PACER's $0.10 per PDF page rate.,,,,,,,,,,,,,,,,,https://ecf.njd.uscourts.gov/doc1/119024165093?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119024165093?caseid=550383,$0.30,0.30,2,104,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/,2026-08-25T14:42:59+00:00
0233-002,233,2,2026-07-13,"Jul 13, 2026","Letter from Thomas R. Curtin in Support of MDL Plaintiffs' Letter In Opposition to Aple's Request for Reconsideration of Special Master Order #1. (Attachments: # 1 Declaration of Stephanie Clerkin in Support of MDL Plaintiffs' Letter in Opposition to Apple's Request for Reconsideration of Special Master Orde #1, # 2 Declaration of Daniel A. Epstein in Support of MDL Plaintiffs' Letter In Opposition to Aple's Request for Reconsideration of Special Master Order #1, # 3 Exhibit A to Epstein Decl., # 4 Exhibit B to Epstein Decl., # 5 Exhibit C to Epstein Decl.)(CURTIN, THOMAS)NOTICE TO COUNSEL: Counsel is advised that pursuant to Local Civil Rule 5.3(c)(2), a single, consolidated motion to seal shall be filed within 14 days following the completed briefing of the materials sought to be sealed, or within 14 days following the date on which the last of such materials was filed under temporary seal if the motion is resolved, unless otherwise directed by the Court. Counsel are further advised that service of sealed documents must be accomplished outside of ECF as provided by Federal R. Civ. Pro. 5(b)(2) only. (Main Document 233 and Attachments 1- 5 replaced on 8/14/2026 per Order 279 ) (dmr, ). (Entered: 07/13/2026)",Attachment 2,Declaration of Daniel A. Epstein in Support of MDL Plaintiffs' Letter In Op,PACER_ONLY_MISSING,False,,3,Inferred at PACER's $0.10 per PDF page rate.,,,,,,,,,,,,,,,,,https://ecf.njd.uscourts.gov/doc1/119024165094?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119024165094?caseid=550383,$0.30,0.30,2,104,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/,2026-08-25T14:42:59+00:00
0233-003,233,3,2026-07-13,"Jul 13, 2026","Letter from Thomas R. Curtin in Support of MDL Plaintiffs' Letter In Opposition to Aple's Request for Reconsideration of Special Master Order #1. (Attachments: # 1 Declaration of Stephanie Clerkin in Support of MDL Plaintiffs' Letter in Opposition to Apple's Request for Reconsideration of Special Master Orde #1, # 2 Declaration of Daniel A. Epstein in Support of MDL Plaintiffs' Letter In Opposition to Aple's Request for Reconsideration of Special Master Order #1, # 3 Exhibit A to Epstein Decl., # 4 Exhibit B to Epstein Decl., # 5 Exhibit C to Epstein Decl.)(CURTIN, THOMAS)NOTICE TO COUNSEL: Counsel is advised that pursuant to Local Civil Rule 5.3(c)(2), a single, consolidated motion to seal shall be filed within 14 days following the completed briefing of the materials sought to be sealed, or within 14 days following the date on which the last of such materials was filed under temporary seal if the motion is resolved, unless otherwise directed by the Court. Counsel are further advised that service of sealed documents must be accomplished outside of ECF as provided by Federal R. Civ. Pro. 5(b)(2) only. (Main Document 233 and Attachments 1- 5 replaced on 8/14/2026 per Order 279 ) (dmr, ). (Entered: 07/13/2026)",Attachment 3,Exhibit A to Epstein Decl.,PACER_ONLY_MISSING,False,,4,Inferred at PACER's $0.10 per PDF page rate.,,,,,,,,,,,,,,,,,https://ecf.njd.uscourts.gov/doc1/119024165095?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119024165095?caseid=550383,$0.40,0.40,2,104,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/,2026-08-25T14:42:59+00:00
0233-004,233,4,2026-07-13,"Jul 13, 2026","Letter from Thomas R. Curtin in Support of MDL Plaintiffs' Letter In Opposition to Aple's Request for Reconsideration of Special Master Order #1. (Attachments: # 1 Declaration of Stephanie Clerkin in Support of MDL Plaintiffs' Letter in Opposition to Apple's Request for Reconsideration of Special Master Orde #1, # 2 Declaration of Daniel A. Epstein in Support of MDL Plaintiffs' Letter In Opposition to Aple's Request for Reconsideration of Special Master Order #1, # 3 Exhibit A to Epstein Decl., # 4 Exhibit B to Epstein Decl., # 5 Exhibit C to Epstein Decl.)(CURTIN, THOMAS)NOTICE TO COUNSEL: Counsel is advised that pursuant to Local Civil Rule 5.3(c)(2), a single, consolidated motion to seal shall be filed within 14 days following the completed briefing of the materials sought to be sealed, or within 14 days following the date on which the last of such materials was filed under temporary seal if the motion is resolved, unless otherwise directed by the Court. Counsel are further advised that service of sealed documents must be accomplished outside of ECF as provided by Federal R. Civ. Pro. 5(b)(2) only. (Main Document 233 and Attachments 1- 5 replaced on 8/14/2026 per Order 279 ) (dmr, ). (Entered: 07/13/2026)",Attachment 4,Exhibit B to Epstein Decl.,PACER_ONLY_MISSING,False,,7,Inferred at PACER's $0.10 per PDF page rate.,,,,,,,,,,,,,,,,,https://ecf.njd.uscourts.gov/doc1/119024165096?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119024165096?caseid=550383,$0.70,0.70,2,104,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/,2026-08-25T14:42:59+00:00
0233-005,233,5,2026-07-13,"Jul 13, 2026","Letter from Thomas R. Curtin in Support of MDL Plaintiffs' Letter In Opposition to Aple's Request for Reconsideration of Special Master Order #1. (Attachments: # 1 Declaration of Stephanie Clerkin in Support of MDL Plaintiffs' Letter in Opposition to Apple's Request for Reconsideration of Special Master Orde #1, # 2 Declaration of Daniel A. Epstein in Support of MDL Plaintiffs' Letter In Opposition to Aple's Request for Reconsideration of Special Master Order #1, # 3 Exhibit A to Epstein Decl., # 4 Exhibit B to Epstein Decl., # 5 Exhibit C to Epstein Decl.)(CURTIN, THOMAS)NOTICE TO COUNSEL: Counsel is advised that pursuant to Local Civil Rule 5.3(c)(2), a single, consolidated motion to seal shall be filed within 14 days following the completed briefing of the materials sought to be sealed, or within 14 days following the date on which the last of such materials was filed under temporary seal if the motion is resolved, unless otherwise directed by the Court. Counsel are further advised that service of sealed documents must be accomplished outside of ECF as provided by Federal R. Civ. Pro. 5(b)(2) only. (Main Document 233 and Attachments 1- 5 replaced on 8/14/2026 per Order 279 ) (dmr, ). (Entered: 07/13/2026)",Attachment 5,Exhibit C to Epstein Decl.,PACER_ONLY_MISSING,False,,3,Inferred at PACER's $0.10 per PDF page rate.,,,,,,,,,,,,,,,,,https://ecf.njd.uscourts.gov/doc1/119024165097?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119024165097?caseid=550383,$0.30,0.30,2,104,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/,2026-08-25T14:42:59+00:00
0256,256,0,2026-07-28,"Jul 28, 2026","Letter from Watch Plaintiffs' Letter Brief Regarding Expedited Joint Notice of Impasse, Dkt. 243. (Attachments: # 1 Declaration of Lauren F. Dayton in Support of Watch Plaintiffs' Letter Briefs Regarding the Expedited and Non-Expedited Joint Notices of Impasse, # 2 Exhibit A to Dayton Decl., # 3 Exhibit B to Dayton Decl., # 4 Exhibit C to Dayton Decl., # 5 Exhibit D to Dayton Decl., # 6 Exhibit E to Dayton Decl., # 7 Exhibit F to Dayton Decl., # 8 Exhibit G to Dayton Decl., # 9 Exhibit H to Dayton Decl., # 10 Exhibit I to Dayton Decl., # 11 Exhibit J to Dayton Decl., # 12 Exhibit K to Dayton Decl., # 13 Exhibit L to Dayton Decl., # 14 Exhibit M to Dayton Decl., # 15 Exhibit N to Dayton Decl., # 16 Exhibit O to Dayton Decl., # 17 Exhibit P to Dayton Decl.)(CURTIN, THOMAS)NOTICE TO COUNSEL: Counsel is advised that pursuant to Local Civil Rule 5.3(c)(2), a single, consolidated motion to seal shall be filed within 14 days following the completed briefing of the materials sought to be sealed, or within 14 days following the date on which the last of such materials was filed under temporary seal if the motion is resolved, unless otherwise directed by the Court. Counsel are further advised that service of sealed documents must be accomplished outside of ECF as provided by Federal R. Civ. Pro. 5(b)(2) only. (Entered: 07/28/2026)",Main Document,Letter,PACER_ONLY_MISSING,False,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,https://ecf.njd.uscourts.gov/doc1/119024232826?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119024232826?caseid=550383,,,2,126,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/,2026-08-25T14:42:59+00:00
0257,257,0,2026-07-28,"Jul 28, 2026","Letter from Watch Plaintiffs' Letter Brief Regarding Non-Expedited Joint Notice of Impasse. (CURTIN, THOMAS)NOTICE TO COUNSEL: Counsel is advised that pursuant to Local Civil Rule 5.3(c)(2), a single, consolidated motion to seal shall be filed within 14 days following the completed briefing of the materials sought to be sealed, or within 14 days following the date on which the last of such materials was filed under temporary seal if the motion is resolved, unless otherwise directed by the Court. Counsel are further advised that service of sealed documents must be accomplished outside of ECF as provided by Federal R. Civ. Pro. 5(b)(2) only. (Entered: 07/28/2026)",Main Document,Letter,PACER_ONLY_MISSING,False,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,https://ecf.njd.uscourts.gov/doc1/119024232857?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119024232857?caseid=550383,,,2,127,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/,2026-08-25T14:42:59+00:00
0258,258,0,2026-07-28,"Jul 28, 2026","Letter from Joseph J. DePalma to the Hon. Leda Dunn Wettre, U.S.M.J. Regarding Joint Notice of Impasse Regarding Scope of Phone Plaintiffs' First Set of Requests for Production (Non-Expedited Issues) re 245 Letter, 248 Order. (DEPALMA, JOSEPH)NOTICE TO COUNSEL: Counsel is advised that pursuant to Local Civil Rule 5.3(c)(2), a single, consolidated motion to seal shall be filed within 14 days following the completed briefing of the materials sought to be sealed, or within 14 days following the date on which the last of such materials was filed under temporary seal if the motion is resolved, unless otherwise directed by the Court. Counsel are further advised that service of sealed documents must be accomplished outside of ECF as provided by Federal R. Civ. Pro. 5(b)(2) only. (Entered: 07/28/2026)",Main Document,Letter,PACER_ONLY_MISSING,False,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,https://ecf.njd.uscourts.gov/doc1/119024233364?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119024233364?caseid=550383,,,2,128,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/,2026-08-25T14:42:59+00:00
0259,259,0,2026-07-28,"Jul 28, 2026","Letter from Joseph J. DePalma to the Hon. Leda Dunn Wettre, U.S.M.J. Regarding Expedited Joint Notice of Impasse, Dkt. 246 re 248 Order, 246 Letter. (DEPALMA, JOSEPH)NOTICE TO COUNSEL: Counsel is advised that pursuant to Local Civil Rule 5.3(c)(2), a single, consolidated motion to seal shall be filed within 14 days following the completed briefing of the materials sought to be sealed, or within 14 days following the date on which the last of such materials was filed under temporary seal if the motion is resolved, unless otherwise directed by the Court. Counsel are further advised that service of sealed documents must be accomplished outside of ECF as provided by Federal R. Civ. Pro. 5(b)(2) only. (Entered: 07/28/2026)",Main Document,Letter,PACER_ONLY_MISSING,False,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,https://ecf.njd.uscourts.gov/doc1/119024233391?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119024233391?caseid=550383,,,2,129,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/,2026-08-25T14:42:59+00:00
